29, Local-government, 122000, Some-college, 10, Never-married, Sales, Not-in-family, White, F, 0, 0, 60, United-States, 0
28, Local-government, 194690, 7th-8th, 4, Separated, Other-service, Own-child, White, F, 0, 0, 60, Mexico, 0
25, Local-government, 199224, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, F, 0, 0, 45, United-States, 1
47, Local-government, 161676, 11th, 7, Never-married, Transport-moving, Not-in-family, Black, F, 0, 0, 40, United-States, 0
42, Local-government, 54102, Assoc-voc, 11, Divorced, Adm-clerical, Unmarried, White, M, 0, 0, 40, United-States, 0
25, Local-government, 204219, Masters, 9, Never-married, Adm-clerical, Unmarried, White, M, 0, 0, 40, Mexico, 0
60, Local-government, 216690, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, F, 0, 0, 40, ?, 0
34, Local-government, 160449, Masters, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, F, 0, 0, 44, United-States, 1
28, Local-government, 70604, Masters, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, F, 0, 0, 38, United-States, 0
67, Local-government, 154035, Masters, 9, Widowed, Handlers-cleaners, Other-relative, Black, F, 0, 0, 32, United-States, 0
19, Local-government, 272800, 12th, 8, Never-married, Adm-clerical, Own-child, White, M, 0, 0, 25, United-States, 0
31, Federal-gov, 34862, Assoc-acdm, 12, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, F, 0, 0, 40, United-States, 0
49, Local-government, 166857, 9th, 5, Divorced, Handlers-cleaners, Not-in-family, White, M, 0, 0, 40, United-States, 0
36, Local-government, 237943, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, F, 0, 1977, 45, United-States, 1
24, Local-government, 267843, Bachelors, 13, Never-married, Prof-specialty, Own-child, Black, M, 0, 0, 35, United-States, 0
18, Local-government, 50879, 10th, 6, Never-married, Other-service, Own-child, White, F, 0, 0, 6, United-States, 0
20, Local-government, 301199, Some-college, 10, Never-married, Other-service, Own-child, White, M, 0, 0, 24, United-States, 0
31, Local-government, 43953, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, M, 0, 0, 35, United-States, 0
28, Local-government, 183639, Masters, 9, Never-married, Handlers-cleaners, Unmarried, White, F, 0, 0, 40, United-States, 0
28, Local-government, 308709, Bachelors, 13, Never-married, Sales, Not-in-family, White, M, 0, 0, 48, United-States, 0
51, ?, 146325, Masters, 9, Married-civ-spouse, ?, Husband, White, F, 0, 0, 28, United-States, 0
48, Local-government, 177775, Masters, 9, Divorced, Exec-managerial, Not-in-family, White, M, 0, 0, 40, United-States, 0
33, Private, 55921, Assoc-voc, 11, Never-married, Protective-serv, Not-in-family, White, F, 0, 0, 70, United-States, 0
22, Local-government, 228452, 10th, 6, Never-married, Craft-repair, Not-in-family, White, F, 0, 0, 30, United-States, 0
22, Local-government, 216984, Masters, 9, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, M, 0, 0, 40, United-States, 0
33, Local-government, 118941, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, White, M, 0, 0, 40, United-States, 1
42, Local-government, 386175, Some-college, 10, Divorced, Sales, Not-in-family, White, F, 0, 0, 50, United-States, 1
26, Local-government, 257910, Some-college, 10, Never-married, Other-service, Not-in-family, White, F, 0, 0, 60, United-States, 0
38, Private, 331609, Some-college, 10, Widowed, Transport-moving, Not-in-family, Black, M, 0, 0, 47, United-States, 0
39, Local-government, 339442, Masters, 9, Separated, Machine-op-inspct, Not-in-family, Black, F, 2176, 0, 40, United-States, 0
36, Private, 135786, 9th, 5, Married-civ-spouse, Craft-repair, Husband, White, F, 0, 0, 25, United-States, 0
42, Local-government, 66460, Some-college, 10, Divorced, Exec-managerial, Unmarried, White, M, 0, 0, 45, United-States, 0
60, Local-government, 26756, Masters, 9, Widowed, Sales, Not-in-family, White, M, 0, 0, 50, United-States, 0
30, Local-government, 46712, Masters, 9, Divorced, Other-service, Not-in-family, White, M, 0, 0, 40, United-States, 0
62, Private, 407669, 7th-8th, 4, Widowed, Other-service, Not-in-family, Black, M, 0, 0, 35, United-States, 0
51, Local-government, 202956, Assoc-voc, 11, Married-civ-spouse, Sales, Husband, White, F, 0, 0, 40, United-States, 0
23, Local-government, 206129, Assoc-voc, 11, Never-married, Craft-repair, Unmarried, Black, M, 0, 0, 40, United-States, 0
39, Local-government, 177154, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, F, 15024, 0, 50, United-States, 1
60, Local-government, 187458, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, F, 0, 0, 40, United-States, 0
36, Local-government, 225399, Masters, 9, Married-civ-spouse, Craft-repair, Husband, White, F, 7298, 0, 40, United-States, 1
48, Local-government, 413363, 11th, 7, Married-civ-spouse, Transport-moving, Husband, White, F, 0, 2002, 40, United-States, 0
31, Local-government, 351187, Masters, 9, Divorced, Other-service, Unmarried, White, F, 0, 0, 40, United-States, 0
23, Local-government, 198992, Masters, 9, Never-married, Adm-clerical, Own-child, White, M, 0, 0, 35, United-States, 0
43, Private, 33331, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, F, 0, 0, 40, United-States, 1
56, Local-government, 107165, Masters, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, F, 0, 0, 18, United-States, 0
32, Local-government, 400535, Masters, 9, Married-civ-spouse, Craft-repair, Husband, White, F, 3781, 0, 40, United-States, 0
29, Local-government, 190539, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, F, 0, 1590, 50, United-States, 0
23, Local-government, 199336, Assoc-voc, 11, Never-married, Craft-repair, Unmarried, White, F, 0, 0, 50, United-States, 0
21, ?, 116934, Some-college, 10, Never-married, ?, Own-child, White, M, 0, 0, 40, United-States, 0
48, Private, 39464, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, M, 0, 0, 52, United-States, 0
43, Local-government, 169031, Masters, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, F, 0, 0, 40, United-States, 0
20, Local-government, 59948, 9th, 5, Never-married, Adm-clerical, Unmarried, Black, M, 114, 0, 20, United-States, 0
30, Local-government, 399088, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, M, 0, 0, 45, United-States, 0
55, Self-emp-not-inc, 149168, Masters, 9, Married-civ-spouse, Farming-fishing, Husband, White, F, 0, 0, 30, United-States, 0
19, Local-government, 97261, Masters, 9, Never-married, Farming-fishing, Not-in-family, White, F, 0, 0, 40, United-States, 0
44, Private, 34935, Some-college, 10, Never-married, Other-service, Own-child, Black, F, 0, 0, 40, United-States, 0
41, Local-government, 599629, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, Black, M, 0, 0, 40, United-States, 1
50, Local-government, 187465, 11th, 7, Divorced, Sales, Not-in-family, White, M, 0, 0, 40, United-States, 0
30, Local-government, 154843, Masters, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, F, 0, 0, 40, United-States, 0
63, Private, 214143, Bachelors, 13, Married-civ-spouse, Transport-moving, Husband, White, F, 0, 0, 40, Cuba, 0
48, Local-government, 181758, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, M, 0, 0, 40, United-States, 0
40, Local-government, 205175, Masters, 9, Widowed, Machine-op-inspct, Unmarried, Black, M, 0, 0, 37, United-States, 0
30, Local-government, 229051, 9th, 5, Married-civ-spouse, Other-service, Husband, White, F, 0, 0, 37, United-States, 0
61, Self-emp-not-inc, 352448, Bachelors, 13, Married-civ-spouse, Transport-moving, Husband, White, F, 0, 0, 60, United-States, 0
29, Local-government, 179008, Masters, 9, Married-civ-spouse, Farming-fishing, Husband, White, F, 0, 0, 55, United-States, 0
61, Federal-gov, 28291, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, White, M, 0, 0, 40, United-States, 0
47, Local-government, 343742, Masters, 9, Separated, Craft-repair, Unmarried, Black, F, 0, 0, 40, United-States, 0
42, Local-government, 185145, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, F, 0, 0, 57, United-States, 0
38, Local-government, 27408, Masters, 9, Divorced, Craft-repair, Unmarried, White, F, 0, 0, 50, United-States, 0
43, Local-government, 110556, Masters, 9, Separated, Exec-managerial, Unmarried, Black, M, 0, 0, 40, United-States, 0
45, ?, 112453, Masters, 9, Separated, ?, Not-in-family, Asian-Pac-Islander, F, 0, 0, 4, United-States, 0
33, Local-government, 205950, Masters, 9, Married-civ-spouse, Craft-repair, Husband, White, F, 0, 0, 40, United-States, 0
26, Local-government, 155213, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, F, 0, 0, 48, United-States, 0
63, Local-government, 154526, Some-college, 10, Widowed, Other-service, Not-in-family, White, M, 0, 0, 40, United-States, 0
40, Local-government, 164678, Assoc-acdm, 12, Divorced, Prof-specialty, Unmarried, White, M, 0, 0, 32, United-States, 0
28, Private, 332249, Masters, 9, Separated, Transport-moving, Own-child, White, F, 0, 0, 45, United-States, 0
32, Local-government, 288273, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, F, 0, 0, 70, Mexico, 0
33, Local-government, 324546, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, F, 0, 0, 39, United-States, 0
27, Local-government, 29523, 10th, 6, Married-civ-spouse, Handlers-cleaners, Husband, White, F, 0, 0, 40, United-States, 0
19, Local-government, 104112, Masters, 9, Never-married, Sales, Unmarried, Black, F, 0, 0, 30, Haiti, 0
62, Local-government, 170984, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, F, 0, 0, 45, United-States, 0
32, Self-emp-not-inc, 298332, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, F, 0, 0, 45, United-States, 1
39, Self-emp-not-inc, 163204, Masters, 9, Married-civ-spouse, Sales, Husband, White, F, 0, 0, 40, United-States, 0
59, Local-government, 43221, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, F, 0, 0, 43, United-States, 1
17, Local-government, 220562, 9th, 5, Never-married, Sales, Other-relative, Other, M, 0, 0, 32, Mexico, 0
43, Local-government, 354408, 12th, 8, Married-civ-spouse, Adm-clerical, Husband, Black, F, 0, 0, 40, United-States, 0
22, Local-government, 60668, Some-college, 10, Never-married, Craft-repair, Not-in-family, White, F, 0, 0, 40, United-States, 0
37, Local-government, 105803, Masters, 9, Married-civ-spouse, Craft-repair, Husband, White, F, 3103, 0, 45, United-States, 1
24, Local-government, 118657, 12th, 8, Married-civ-spouse, Machine-op-inspct, Husband, White, F, 0, 0, 40, United-States, 0
63, Self-emp-not-inc, 231105, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, F, 0, 0, 35, United-States, 1
18, Local-government, 41381, Masters, 9, Never-married, Sales, Own-child, White, M, 0, 1602, 20, United-States, 0
25, Local-government, 208591, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, F, 0, 0, 40, United-States, 0
25, Local-government, 267431, Bachelors, 13, Never-married, Prof-specialty, Own-child, Black, M, 0, 0, 55, United-States, 0
22, ?, 424494, Some-college, 10, Never-married, ?, Own-child, White, F, 0, 0, 25, United-States, 0
31, Federal-gov, 334346, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, F, 0, 0, 40, United-States, 1
17, Local-government, 154398, 11th, 7, Never-married, Other-service, Own-child, Black, F, 0, 0, 16, Haiti, 0
28, Private, 283227, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, F, 0, 0, 65, United-States, 0
41, Self-emp-not-inc, 144002, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, F, 0, 0, 60, United-States, 1
33, Self-emp-not-inc, 124187, Assoc-acdm, 12, Never-married, Other-service, Not-in-family, Black, F, 0, 0, 32, United-States, 0
51, Self-emp-not-inc, 94432, Masters, 9, Married-civ-spouse, Farming-fishing, Husband, White, F, 0, 0, 55, United-States, 1
25, Local-government, 212800, Some-college, 10, Never-married, Sales, Own-child, White, M, 0, 0, 40, United-States, 0
48, State-gov, 122066, Masters, 9, Married-civ-spouse, Adm-clerical, Husband, White, F, 0, 0, 35, United-States, 1
19, Local-government, 387215, Some-college, 10, Never-married, Tech-support, Own-child, White, F, 0, 1719, 16, United-States, 0
34, Local-government, 176648, Masters, 9, Divorced, Adm-clerical, Not-in-family, Black, F, 0, 0, 42, United-States, 0
29, Local-government, 133696, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, F, 8614, 0, 45, United-States, 1
59, Local-government, 294395, Masters, 14, Widowed, Prof-specialty, Not-in-family, White, M, 0, 0, 40, United-States, 0
31, Local-government, 169269, 7th-8th, 4, Never-married, Craft-repair, Unmarried, White, F, 0, 0, 40, United-States, 0
67, State-gov, 239705, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, Black, F, 0, 0, 12, ?, 0
35, Local-government, 397307, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, M, 0, 0, 55, United-States, 0
27, Local-government, 202206, 11th, 7, Separated, Farming-fishing, Other-relative, White, F, 0, 0, 40, Puerto-Rico, 0
42, Local-government, 112956, Masters, 9, Never-married, Transport-moving, Own-child, White, F, 0, 0, 40, United-States, 0
54, Local-government, 511668, Doctorate, 16, Married-civ-spouse, Exec-managerial, Husband, White, F, 0, 1977, 43, United-States, 1
39, Local-government, 80680, Some-college, 10, Divorced, Machine-op-inspct, Own-child, White, M, 0, 0, 40, United-States, 0
47, Local-government, 152073, Masters, 9, Divorced, Machine-op-inspct, Unmarried, White, M, 0, 0, 40, United-States, 0
53, Self-emp-not-inc, 100109, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, F, 0, 1977, 40, United-States, 1
54, Self-emp-not-inc, 82551, Assoc-voc, 11, Married-civ-spouse, Tech-support, Other-relative, White, M, 0, 0, 10, United-States, 0
31, Local-government, 198452, Bachelors, 13, Never-married, Adm-clerical, Own-child, White, M, 0, 0, 40, United-States, 0
18, Local-government, 37720, 10th, 6, Never-married, Machine-op-inspct, Own-child, White, F, 0, 0, 40, United-States, 0
38, Local-government, 181716, 12th, 8, Married-civ-spouse, Craft-repair, Husband, White, F, 0, 0, 48, United-States, 0
18, Local-government, 165532, 12th, 8, Never-married, Other-service, Own-child, White, F, 0, 0, 15, United-States, 0
45, Private, 140644, Bachelors, 13, Divorced, Protective-serv, Not-in-family, White, F, 0, 0, 40, United-States, 1
49, Local-government, 134797, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, F, 0, 0, 40, United-States, 0
31, Local-government, 502752, Bachelors, 13, Married-civ-spouse, Adm-clerical, Wife, White, M, 0, 0, 40, United-States, 1
36, Local-government, 77820, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, F, 0, 0, 40, United-States, 1
31, Local-government, 137367, 11th, 7, Married-spouse-absent, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, F, 0, 0, 40, India, 0
59, Local-government, 195176, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, F, 0, 0, 72, United-States, 0
23, ?, 72953, Masters, 9, Never-married, ?, Not-in-family, White, F, 0, 0, 40, United-States, 0
40, Local-government, 73025, Masters, 9, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, F, 0, 0, 30, China, 0
59, Local-government, 205949, Masters, 9, Separated, Craft-repair, Unmarried, Amer-Indian-Eskimo, M, 0, 0, 40, United-States, 0
33, Local-government, 99309, Some-college, 10, Divorced, Craft-repair, Unmarried, White, F, 0, 0, 50, United-States, 0
25, Local-government, 117589, Assoc-acdm, 12, Never-married, Adm-clerical, Not-in-family, White, M, 0, 0, 40, United-States, 0
23, Local-government, 155919, 9th, 5, Married-spouse-absent, Craft-repair, Not-in-family, White, F, 0, 0, 40, Mexico, 0
28, Local-government, 133043, Masters, 9, Divorced, Adm-clerical, Unmarried, White, M, 0, 0, 50, United-States, 0
36, Local-government, 376455, Assoc-voc, 11, Divorced, Craft-repair, Not-in-family, White, F, 0, 0, 38, United-States, 0
70, Local-government, 278139, Masters, 9, Married-civ-spouse, Sales, Husband, White, F, 3432, 0, 40, United-States, 0
30, Local-government, 167476, Some-college, 10, Divorced, Machine-op-inspct, Not-in-family, White, F, 0, 0, 50, United-States, 0
27, Local-government, 84977, Masters, 9, Married-civ-spouse, Craft-repair, Husband, White, F, 0, 0, 40, United-States, 0
19, Local-government, 117595, Masters, 9, Never-married, Other-service, Own-child, White, F, 0, 0, 24, United-States, 0
41, Local-government, 138975, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, F, 7688, 0, 45, United-States, 1
51, Local-government, 163921, Bachelors, 13, Married-civ-spouse, Transport-moving, Husband, White, F, 0, 0, 56, United-States, 1
25, Local-government, 218667, 5th-6th, 3, Married-civ-spouse, Handlers-cleaners, Own-child, White, F, 0, 0, 40, United-States, 0
24, Local-government, 604537, Masters, 9, Never-married, Transport-moving, Unmarried, White, F, 0, 0, 40, Mexico, 0
32, Local-government, 187901, Assoc-voc, 11, Never-married, Exec-managerial, Not-in-family, White, M, 0, 0, 23, United-States, 0
38, Local-government, 179262, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, M, 0, 0, 30, United-States, 0
18, ?, 298133, Some-college, 10, Never-married, ?, Own-child, White, F, 0, 0, 40, United-States, 0
22, Local-government, 95566, Some-college, 10, Married-spouse-absent, Sales, Own-child, Other, M, 0, 0, 22, Dominican-Republic, 0
29, Local-government, 119052, Masters, 9, Never-married, Handlers-cleaners, Not-in-family, Black, M, 0, 0, 40, United-States, 0
32, Self-emp-not-inc, 154950, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, F, 0, 0, 30, United-States, 0
41, Local-government, 327723, Masters, 9, Divorced, Exec-managerial, Not-in-family, White, F, 0, 0, 40, United-States, 0
35, ?, 124836, Some-college, 10, Divorced, ?, Not-in-family, Amer-Indian-Eskimo, M, 0, 0, 36, United-States, 0
28, Local-government, 209641, Masters, 9, Never-married, Other-service, Not-in-family, White, F, 0, 0, 32, United-States, 0
26, Local-government, 59306, Bachelors, 13, Never-married, Sales, Not-in-family, White, F, 0, 0, 40, United-States, 0
47, Local-government, 118972, Masters, 9, Married-civ-spouse, Transport-moving, Husband, White, F, 0, 0, 50, United-States, 1
59, State-gov, 163047, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, M, 0, 0, 38, United-States, 0
45, Local-government, 195949, Masters, 9, Married-civ-spouse, Craft-repair, Husband, White, F, 0, 0, 40, United-States, 0
19, Local-government, 203319, 11th, 7, Never-married, Sales, Own-child, White, F, 0, 0, 30, United-States, 0
31, Local-government, 136398, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, F, 0, 0, 50, Thailand, 1
60, Local-government, 199378, Masters, 9, Married-civ-spouse, Craft-repair, Husband, White, F, 0, 0, 40, United-States, 0
28, Local-government, 31778, Bachelors, 13, Never-married, Handlers-cleaners, Own-child, White, F, 0, 0, 40, United-States, 0
46, Private, 213668, 11th, 7, Never-married, Other-service, Not-in-family, White, F, 0, 0, 40, United-States, 0
55, Federal-gov, 270859, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, F, 0, 0, 40, United-States, 1
29, Local-government, 122112, Bachelors, 13, Married-civ-spouse, Sales, Wife, White, M, 0, 0, 50, United-States, 0
19, ?, 112780, Some-college, 10, Never-married, ?, Own-child, White, M, 0, 0, 30, United-States, 0
63, ?, 231777, Masters, 14, Married-civ-spouse, ?, Husband, White, F, 0, 0, 30, United-States, 0
31, Local-government, 73514, Masters, 9, Never-married, Sales, Own-child, Asian-Pac-Islander, M, 0, 0, 40, United-States, 0
48, Local-government, 192894, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, F, 0, 0, 40, United-States, 1
59, Local-government, 154100, Masters, 14, Never-married, Sales, Not-in-family, White, M, 27828, 0, 45, United-States, 1
68, Self-emp-not-inc, 122094, Masters, 9, Married-civ-spouse, Craft-repair, Husband, White, F, 0, 0, 15, United-States, 0
36, Local-government, 109133, Masters, 9, Married-civ-spouse, Craft-repair, Husband, White, F, 0, 0, 40, United-States, 0
45, Local-government, 198223, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, F, 0, 1902, 45, United-States, 1
41, Local-government, 84610, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, F, 0, 1902, 60, United-States, 1
41, Local-government, 349221, Masters, 9, Never-married, Craft-repair, Own-child, Black, M, 0, 0, 35, United-States, 0
33, Local-government, 144949, Masters, 9, Never-married, Handlers-cleaners, Not-in-family, White, F, 0, 0, 40, United-States, 0
18, Self-emp-inc, 101061, 11th, 7, Never-married, Farming-fishing, Own-child, White, F, 0, 0, 70, United-States, 0
44, Local-government, 67065, Assoc-voc, 11, Never-married, Priv-house-serv, Not-in-family, White, F, 594, 0, 25, United-States, 0
56, Self-emp-not-inc, 66356, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, F, 0, 0, 50, United-States, 0
58, Private, 217775, Masters, 9, Married-civ-spouse, Exec-managerial, Husband, White, F, 7298, 0, 40, United-States, 1
58, Local-government, 224854, Masters, 9, Never-married, Adm-clerical, Not-in-family, White, M, 0, 0, 40, United-States, 0
40, ?, 162108, Bachelors, 13, Divorced, ?, Not-in-family, White, M, 0, 0, 50, United-States, 0
51, State-gov, 193720, Masters, 9, Married-civ-spouse, Craft-repair, Husband, White, F, 0, 0, 56, United-States, 1
35, State-gov, 82622, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, F, 0, 0, 80, United-States, 0
59, Local-government, 81973, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, F, 0, 0, 40, United-States, 1
22, Local-government, 38251, Assoc-acdm, 12, Never-married, Other-service, Unmarried, White, M, 0, 0, 35, United-States, 0
50, Local-government, 187830, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, F, 0, 0, 50, United-States, 1
25, Local-government, 122175, Masters, 9, Never-married, Handlers-cleaners, Own-child, White, F, 0, 0, 40, United-States, 0
66, Self-emp-inc, 179951, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, F, 0, 0, 70, United-States, 0
46, Self-emp-not-inc, 80914, Masters, 14, Divorced, Exec-managerial, Not-in-family, White, F, 0, 0, 30, United-States, 0
28, ?, 200819, 7th-8th, 4, Divorced, ?, Own-child, White, F, 0, 0, 84, United-States, 0
35, State-gov, 248374, Some-college, 10, Divorced, Adm-clerical, Unmarried, Black, M, 0, 0, 40, United-States, 0
20, ?, 174714, Some-college, 10, Never-married, ?, Own-child, White, F, 0, 0, 20, United-States, 0
61, Local-government, 183735, Some-college, 10, Married-civ-spouse, Sales, Husband, White, F, 0, 0, 45, United-States, 1
30, Local-government, 154120, Bachelors, 13, Never-married, Sales, Not-in-family, White, F, 0, 0, 65, United-States, 0
68, ?, 38317, 1st-4th, 2, Divorced, ?, Not-in-family, White, M, 0, 0, 20, United-States, 0
25, Local-government, 306513, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, F, 0, 0, 45, United-States, 0
18, Local-government, 300379, 12th, 8, Never-married, Adm-clerical, Own-child, White, F, 0, 0, 12, United-States, 0
62, Local-government, 200332, Masters, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, F, 0, 0, 40, United-States, 0
36, Local-government, 242713, Masters, 9, Divorced, Adm-clerical, Unmarried, Black, M, 0, 0, 40, ?, 0
54, Local-government, 230767, Assoc-acdm, 12, Married-civ-spouse, Craft-repair, Husband, White, F, 0, 0, 40, Cuba, 0
20, ?, 133515, Some-college, 10, Never-married, ?, Own-child, White, M, 0, 0, 15, France, 0
42, Federal-gov, 272625, Assoc-voc, 11, Divorced, Adm-clerical, Unmarried, Black, M, 0, 0, 40, United-States, 1
64, Local-government, 170483, Masters, 9, Widowed, Other-service, Not-in-family, White, M, 0, 0, 38, United-States, 0
82, ?, 52921, Some-college, 10, Widowed, ?, Not-in-family, Amer-Indian-Eskimo, F, 0, 0, 3, United-States, 0
46, Local-government, 279661, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, Black, F, 0, 0, 35, United-States, 0
57, Local-government, 160275, Masters, 9, Divorced, Craft-repair, Not-in-family, White, F, 0, 0, 40, United-States, 0
47, Local-government, 173938, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, F, 0, 0, 57, United-States, 1
32, State-gov, 167049, 12th, 8, Never-married, Adm-clerical, Unmarried, White, M, 0, 0, 40, United-States, 0
51, Self-emp-not-inc, 25932, Masters, 9, Married-civ-spouse, Farming-fishing, Husband, White, F, 0, 0, 60, United-States, 0
41, Local-government, 116379, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, F, 0, 0, 55, Taiwan, 1
23, Local-government, 190273, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, F, 0, 0, 40, United-States, 0
52, ?, 108211, 7th-8th, 4, Married-civ-spouse, ?, Husband, White, F, 0, 0, 40, United-States, 0
22, Local-government, 153516, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, F, 0, 0, 40, United-States, 0
36, Private, 32587, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, F, 0, 0, 40, United-States, 0
66, Self-emp-inc, 220543, Masters, 9, Married-civ-spouse, Adm-clerical, Wife, White, M, 0, 0, 40, United-States, 1
52, Self-emp-not-inc, 103794, Assoc-voc, 11, Divorced, Prof-specialty, Not-in-family, White, M, 0, 0, 35, United-States, 0
24, Private, 161092, Masters, 9, Never-married, Other-service, Own-child, White, F, 0, 0, 40, United-States, 0
52, Local-government, 189728, Masters, 9, Separated, Priv-house-serv, Not-in-family, White, M, 0, 0, 50, United-States, 0
26, Local-government, 211435, Masters, 9, Never-married, Machine-op-inspct, Unmarried, White, M, 0, 0, 40, United-States, 0
36, Private, 114719, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, F, 0, 0, 50, United-States, 1
41, Federal-gov, 160467, Masters, 14, Divorced, Prof-specialty, Unmarried, White, M, 1506, 0, 40, United-States, 0
30, Local-government, 56121, Masters, 9, Never-married, Craft-repair, Not-in-family, White, F, 0, 0, 40, United-States, 0
30, ?, 411560, Masters, 9, Married-civ-spouse, ?, Husband, Black, F, 0, 0, 40, United-States, 0
31, Local-government, 348491, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, Black, M, 0, 0, 40, United-States, 0
42, Local-government, 184682, Assoc-voc, 11, Divorced, Tech-support, Not-in-family, White, M, 0, 0, 30, United-States, 0
39, Local-government, 132879, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, F, 0, 0, 50, United-States, 1
35, Private, 302149, Bachelors, 13, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, F, 7298, 0, 40, Philippines, 1
42, Local-government, 196029, Bachelors, 13, Married-civ-spouse, Transport-moving, Husband, White, F, 0, 0, 48, United-States, 1
43, Local-government, 111895, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, F, 0, 0, 50, United-States, 1
22, Self-emp-not-inc, 108506, Assoc-voc, 11, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, F, 0, 0, 75, United-States, 0
26, Private, 206721, Bachelors, 13, Never-married, Protective-serv, Own-child, White, F, 0, 0, 40, United-States, 0
17, Local-government, 116626, 11th, 7, Never-married, Handlers-cleaners, Own-child, White, F, 0, 1719, 18, United-States, 0
57, Local-government, 159319, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, F, 0, 0, 50, United-States, 1
29, Local-government, 204984, Masters, 9, Married-civ-spouse, Craft-repair, Husband, White, F, 0, 0, 40, United-States, 1
41, Local-government, 211253, Masters, 14, Married-civ-spouse, Exec-managerial, Wife, White, M, 0, 0, 40, United-States, 1
34, Local-government, 149943, Masters, 9, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, F, 0, 0, 40, Japan, 0
