"Id",age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed"
2280,36,"blue-collar","married","basic.9y","no","yes","no","cellular","may","wed",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1
2281,38,"services","married","high.school","unknown","yes","no","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191
2282,49,"blue-collar","married","basic.6y","unknown","no","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1
2283,50,"management","married","basic.6y","no","yes","no","cellular","apr","fri",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1
2284,32,"blue-collar","married","basic.9y","unknown","yes","yes","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1
2285,50,"entrepreneur","married","university.degree","no","yes","no","cellular","nov","mon",1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8
2286,28,"technician","single","university.degree","unknown","no","no","telephone","jun","wed",2,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1
2287,31,"services","married","professional.course","unknown","no","yes","cellular","aug","wed",2,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1
2288,29,"admin.","single","university.degree","no","yes","no","cellular","may","wed",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1
2289,51,"blue-collar","married","basic.4y","no","yes","yes","cellular","may","thu",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1
2290,47,"housemaid","married","basic.4y","unknown","no","no","cellular","jul","tue",16,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1
2291,31,"blue-collar","single","high.school","no","yes","yes","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1
2292,30,"admin.","single","university.degree","no","yes","no","cellular","jul","tue",3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1
2293,42,"admin.","married","university.degree","no","no","no","cellular","jun","thu",1,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2
2294,21,"student","single","high.school","no","no","no","cellular","oct","tue",2,999,0,"nonexistent",-1.1,94.601,-49.5,1.037,4963.6
2295,34,"entrepreneur","married","professional.course","no","yes","no","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8
2296,42,"management","married","university.degree","no","no","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191
2297,34,"admin.","single","university.degree","no","yes","no","cellular","apr","mon",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1
2298,41,"entrepreneur","married","basic.9y","no","yes","no","telephone","may","thu",2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191
2299,55,"retired","married","high.school","no","yes","no","cellular","aug","tue",4,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1
2300,44,"blue-collar","married","basic.4y","no","yes","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191
2301,38,"blue-collar","single","basic.4y","unknown","no","no","telephone","jul","tue",5,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1
2302,51,"technician","married","professional.course","no","yes","no","cellular","may","mon",4,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1
2303,21,"admin.","single","high.school","no","yes","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1
2304,42,"admin.","single","high.school","no","yes","no","cellular","may","fri",1,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1
2305,45,"technician","unknown","basic.6y","no","no","no","cellular","may","mon",1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1
2306,29,"technician","single","university.degree","no","unknown","unknown","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191
2307,22,"blue-collar","married","professional.course","no","yes","no","cellular","jul","fri",5,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1
2308,24,"blue-collar","single","basic.9y","no","no","no","cellular","jul","thu",3,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1
2309,34,"services","married","high.school","no","no","no","cellular","may","tue",4,999,1,"failure",-1.8,92.893,-46.2,1.344,5099.1
2310,31,"management","single","university.degree","no","no","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1
2311,50,"admin.","married","university.degree","no","yes","no","telephone","may","fri",4,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191
2312,40,"entrepreneur","married","university.degree","no","no","no","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1
2313,46,"blue-collar","married","basic.4y","unknown","no","no","cellular","jul","tue",4,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1
2314,25,"student","single","high.school","no","no","no","telephone","nov","tue",2,999,0,"nonexistent",-3.4,92.649,-30.1,0.715,5017.5
2315,57,"blue-collar","married","basic.4y","unknown","yes","no","telephone","jun","wed",5,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1
2316,42,"admin.","married","high.school","unknown","yes","no","cellular","aug","mon",4,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1
2317,52,"management","divorced","university.degree","no","yes","no","cellular","nov","mon",1,999,1,"failure",-0.1,93.2,-42,4.191,5195.8
2318,59,"retired","married","professional.course","unknown","yes","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191
2319,60,"technician","divorced","professional.course","unknown","no","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191
2320,40,"management","married","university.degree","no","no","no","cellular","aug","tue",11,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1
2321,56,"admin.","married","university.degree","no","yes","no","cellular","jun","tue",1,999,0,"nonexistent",-2.9,92.963,-40.8,1.252,5076.2
2322,45,"blue-collar","divorced","unknown","unknown","yes","no","telephone","jun","wed",2,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1
2323,32,"blue-collar","married","basic.9y","no","no","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191
2324,46,"entrepreneur","married","professional.course","unknown","no","no","telephone","jun","fri",7,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1
2325,31,"blue-collar","married","basic.9y","no","no","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1
2326,48,"blue-collar","married","basic.4y","unknown","no","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191
2327,31,"admin.","single","university.degree","no","yes","no","cellular","jul","wed",4,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1
2328,32,"blue-collar","single","basic.9y","no","yes","no","cellular","may","tue",2,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1
2329,33,"technician","married","university.degree","unknown","no","yes","telephone","may","wed",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191
2330,32,"admin.","married","high.school","no","no","no","telephone","oct","tue",1,999,0,"nonexistent",-0.1,93.798,-40.4,4.968,5195.8
2331,55,"blue-collar","married","basic.9y","unknown","yes","no","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191
2332,44,"admin.","married","basic.9y","unknown","yes","yes","cellular","aug","tue",5,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1
2333,30,"admin.","single","university.degree","no","yes","no","cellular","jul","thu",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1
2334,29,"services","married","basic.6y","no","no","yes","cellular","apr","fri",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1
2335,39,"entrepreneur","married","basic.6y","no","yes","no","cellular","sep","tue",2,16,1,"success",-3.4,92.379,-29.8,0.819,5017.5
2336,40,"management","married","university.degree","no","yes","no","cellular","aug","fri",3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1
2337,56,"retired","married","high.school","no","yes","yes","cellular","jul","fri",2,999,0,"nonexistent",-2.9,92.469,-33.6,1.059,5076.2
2338,50,"technician","married","basic.9y","no","no","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8
2339,34,"technician","married","professional.course","no","no","no","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1
2340,54,"blue-collar","married","basic.4y","no","no","no","cellular","jul","mon",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1
2341,42,"blue-collar","married","basic.4y","unknown","yes","no","telephone","jun","fri",3,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1
2342,27,"blue-collar","married","basic.9y","unknown","yes","yes","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1
2343,32,"blue-collar","divorced","basic.9y","no","no","no","telephone","jun","tue",1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1
2344,50,"entrepreneur","married","basic.9y","no","yes","no","telephone","jun","wed",3,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1
2345,38,"entrepreneur","married","professional.course","no","yes","no","cellular","nov","wed",3,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8
2346,29,"admin.","single","high.school","no","yes","no","cellular","jul","tue",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1
2347,47,"blue-collar","married","basic.9y","no","yes","yes","cellular","may","wed",6,999,2,"failure",-1.8,92.893,-46.2,1.334,5099.1
2348,19,"student","single","unknown","no","yes","no","cellular","apr","mon",1,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1
2349,34,"admin.","married","high.school","no","yes","no","cellular","may","thu",4,999,3,"failure",-1.8,93.876,-40,0.692,5008.7
2350,27,"student","divorced","unknown","no","no","no","telephone","sep","wed",1,999,0,"nonexistent",-1.1,94.199,-37.5,0.88,4963.6
2351,28,"technician","single","basic.9y","no","yes","no","cellular","may","thu",1,999,1,"failure",-1.8,92.893,-46.2,1.327,5099.1
2352,56,"admin.","divorced","unknown","unknown","yes","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191
2353,42,"blue-collar","married","basic.4y","no","no","no","cellular","jul","mon",1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1
2354,52,"blue-collar","married","basic.9y","no","no","yes","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1
2355,44,"management","married","university.degree","no","yes","no","cellular","aug","tue",4,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1
2356,45,"technician","married","professional.course","no","yes","no","telephone","may","tue",4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191
2357,47,"admin.","single","university.degree","no","no","no","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1
2358,27,"technician","single","university.degree","no","yes","no","cellular","jul","wed",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1
2359,59,"technician","married","university.degree","no","yes","no","cellular","oct","mon",3,999,1,"failure",-3.4,92.431,-26.9,0.743,5017.5
2360,57,"admin.","divorced","university.degree","unknown","no","yes","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8
2361,37,"services","single","high.school","no","yes","no","cellular","jun","mon",3,999,0,"nonexistent",-2.9,92.963,-40.8,1.266,5076.2
2362,47,"blue-collar","married","basic.9y","no","yes","no","telephone","jun","mon",3,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1
2363,53,"self-employed","married","university.degree","no","yes","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8
2364,58,"blue-collar","married","basic.9y","unknown","yes","no","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191
2365,31,"technician","single","university.degree","no","yes","no","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1
2366,29,"blue-collar","married","basic.6y","no","yes","no","cellular","may","thu",6,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1
2367,32,"blue-collar","single","high.school","no","no","no","telephone","jul","tue",8,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1
2368,33,"blue-collar","single","basic.6y","no","unknown","unknown","telephone","may","fri",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1
2369,32,"technician","single","university.degree","no","no","yes","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1
2370,50,"blue-collar","married","basic.4y","no","no","no","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1
2371,51,"technician","divorced","unknown","unknown","yes","no","cellular","jul","fri",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1
2372,33,"admin.","single","university.degree","no","yes","no","cellular","oct","thu",1,3,3,"success",-1.1,94.601,-49.5,1.025,4963.6
2373,40,"admin.","single","high.school","unknown","yes","no","telephone","jun","mon",3,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1
2374,33,"admin.","single","high.school","no","yes","no","telephone","jul","thu",6,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1
2375,41,"technician","married","university.degree","no","no","yes","cellular","aug","fri",2,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1
2376,47,"blue-collar","single","basic.4y","unknown","yes","no","telephone","jun","fri",1,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1
2377,54,"admin.","divorced","high.school","no","yes","no","cellular","aug","thu",2,4,1,"success",-2.9,92.201,-31.4,0.883,5076.2
2378,39,"admin.","married","professional.course","no","yes","no","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191
2379,37,"blue-collar","married","unknown","no","yes","no","cellular","may","tue",1,999,1,"failure",-1.8,92.893,-46.2,1.344,5099.1
2380,55,"blue-collar","married","basic.4y","unknown","yes","yes","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191
2381,30,"services","single","high.school","unknown","yes","no","cellular","jul","tue",5,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1
2382,34,"blue-collar","married","professional.course","unknown","yes","no","telephone","jun","thu",3,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1
2383,28,"blue-collar","single","high.school","no","no","yes","cellular","jul","mon",2,999,2,"failure",-1.7,94.215,-40.3,0.827,4991.6
2384,36,"services","single","basic.9y","no","no","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191
2385,26,"admin.","married","university.degree","no","yes","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1
2386,50,"technician","married","professional.course","no","yes","no","cellular","aug","thu",2,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1
2387,49,"entrepreneur","married","university.degree","unknown","yes","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191
2388,42,"technician","married","professional.course","no","yes","no","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1
2389,21,"services","single","basic.9y","no","no","no","cellular","apr","mon",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1
2390,59,"retired","married","basic.9y","no","yes","no","cellular","aug","mon",4,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1
2391,30,"admin.","single","professional.course","no","yes","yes","cellular","jul","thu",18,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1
2392,44,"services","married","high.school","no","yes","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191
2393,38,"blue-collar","married","basic.4y","no","yes","yes","cellular","may","thu",1,999,1,"failure",-1.8,92.893,-46.2,1.266,5099.1
2394,43,"blue-collar","married","basic.6y","no","yes","no","cellular","jul","tue",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1
2395,50,"blue-collar","married","basic.4y","unknown","no","no","cellular","aug","wed",2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1
2396,34,"admin.","single","high.school","no","no","no","telephone","jun","tue",3,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1
2397,31,"technician","married","university.degree","unknown","no","no","cellular","aug","wed",2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1
2398,22,"services","single","high.school","no","yes","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191
2399,24,"blue-collar","single","basic.9y","no","yes","no","cellular","may","mon",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1
2400,26,"blue-collar","single","high.school","no","yes","no","cellular","jul","fri",1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1
2401,46,"blue-collar","divorced","basic.9y","no","yes","no","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191
2402,30,"services","married","basic.6y","no","unknown","unknown","cellular","nov","tue",2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8
2403,37,"admin.","married","high.school","no","no","yes","telephone","may","fri",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191
2404,51,"admin.","married","professional.course","no","no","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1
2405,43,"management","married","university.degree","no","no","no","cellular","aug","tue",3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1
2406,31,"technician","married","professional.course","no","yes","no","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1
2407,34,"technician","married","university.degree","no","no","no","cellular","aug","mon",1,999,0,"nonexistent",-2.9,92.201,-31.4,0.861,5076.2
2408,34,"entrepreneur","married","professional.course","no","no","no","telephone","aug","tue",1,999,0,"nonexistent",-1.7,94.027,-38.3,0.895,4991.6
2409,53,"technician","married","professional.course","no","yes","no","cellular","apr","thu",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1
2410,52,"housemaid","married","basic.4y","no","no","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1
2411,30,"technician","married","professional.course","no","yes","no","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1
2412,39,"technician","married","high.school","no","no","no","cellular","jul","wed",3,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1
2413,41,"entrepreneur","married","basic.4y","no","yes","no","telephone","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,4.959,5228.1
2414,51,"blue-collar","married","basic.9y","unknown","no","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191
2415,30,"services","single","high.school","unknown","yes","no","cellular","apr","fri",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1
2416,35,"technician","married","university.degree","no","yes","no","cellular","may","mon",1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1
2417,39,"blue-collar","married","basic.9y","no","unknown","unknown","telephone","jun","thu",4,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1
2418,32,"admin.","single","university.degree","no","yes","no","cellular","aug","thu",9,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1
2419,29,"admin.","single","university.degree","no","yes","no","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1
2420,37,"services","married","high.school","no","yes","no","cellular","jun","wed",1,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2
2421,34,"technician","married","high.school","no","yes","no","cellular","jun","wed",1,3,4,"success",-1.7,94.055,-39.8,0.715,4991.6
2422,42,"management","married","basic.6y","unknown","yes","no","telephone","may","tue",5,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191
2423,48,"admin.","divorced","unknown","no","no","no","cellular","apr","fri",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1
2424,40,"services","divorced","high.school","no","yes","no","telephone","apr","fri",3,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1
2425,41,"admin.","married","university.degree","no","yes","no","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1
2426,26,"blue-collar","single","high.school","no","yes","yes","cellular","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1
2427,57,"retired","married","high.school","no","yes","yes","telephone","jun","fri",2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1
2428,31,"blue-collar","divorced","high.school","no","no","no","cellular","may","wed",1,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1
2429,30,"admin.","married","university.degree","no","no","no","cellular","apr","thu",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.483,5099.1
2430,20,"student","single","high.school","no","no","no","cellular","aug","fri",2,999,1,"failure",-2.9,92.201,-31.4,0.869,5076.2
2431,62,"admin.","married","high.school","no","no","no","cellular","oct","tue",4,18,2,"failure",-1.1,94.601,-49.5,1.037,4963.6
2432,50,"unknown","married","basic.4y","unknown","yes","no","cellular","may","tue",8,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1
2433,48,"unemployed","married","high.school","unknown","yes","no","telephone","jun","fri",1,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1
2434,43,"blue-collar","married","unknown","no","yes","no","cellular","may","tue",7,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1
2435,33,"admin.","married","university.degree","no","no","no","cellular","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1
2436,31,"blue-collar","married","basic.4y","no","no","no","cellular","may","wed",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.27,5099.1
2437,33,"unemployed","single","university.degree","no","yes","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191
2438,42,"blue-collar","married","basic.4y","no","no","yes","cellular","apr","thu",3,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1
2439,40,"technician","married","professional.course","no","no","no","telephone","jun","fri",2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1
2440,57,"retired","married","university.degree","no","yes","no","telephone","jun","fri",5,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1
2441,32,"technician","single","unknown","no","yes","no","cellular","jul","tue",3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1
2442,31,"unemployed","married","university.degree","no","no","no","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1
2443,27,"blue-collar","single","high.school","no","yes","no","cellular","jun","mon",2,4,1,"success",-2.9,92.963,-40.8,1.281,5076.2
2444,38,"blue-collar","married","basic.4y","unknown","yes","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1
2445,31,"technician","single","university.degree","no","no","no","cellular","aug","mon",4,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1
2446,30,"technician","single","professional.course","no","no","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8
2447,35,"blue-collar","married","basic.6y","no","no","no","cellular","nov","tue",1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8
2448,56,"retired","married","high.school","no","yes","no","cellular","jul","fri",1,999,0,"nonexistent",-2.9,92.469,-33.6,1.059,5076.2
2449,45,"blue-collar","married","basic.4y","unknown","yes","no","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1
2450,54,"self-employed","married","basic.9y","no","no","yes","cellular","nov","tue",1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8
2451,31,"blue-collar","married","basic.9y","no","yes","yes","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191
2452,31,"technician","single","university.degree","no","no","no","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1
2453,31,"technician","single","professional.course","no","yes","no","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1
2454,25,"self-employed","single","university.degree","no","yes","no","cellular","apr","thu",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1
2455,46,"unemployed","married","high.school","unknown","no","no","telephone","may","fri",3,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191
2456,41,"blue-collar","married","basic.4y","unknown","no","no","telephone","may","thu",3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191
2457,32,"unemployed","single","university.degree","no","yes","no","telephone","apr","wed",2,999,1,"failure",-1.8,93.075,-47.1,1.415,5099.1
2458,27,"blue-collar","single","basic.9y","unknown","yes","no","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1
2459,26,"admin.","single","university.degree","no","no","no","cellular","jul","fri",1,9,3,"failure",-1.7,94.215,-40.3,0.885,4991.6
2460,31,"admin.","single","university.degree","no","yes","no","cellular","jul","wed",2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1
2461,45,"management","married","university.degree","no","yes","no","cellular","aug","thu",15,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1
2462,47,"management","married","high.school","no","yes","no","cellular","nov","wed",2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8
2463,35,"admin.","married","unknown","no","yes","no","cellular","nov","mon",2,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8
2464,40,"management","single","university.degree","no","yes","no","cellular","may","fri",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1
2465,48,"admin.","married","university.degree","no","yes","no","telephone","aug","tue",2,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1
2466,49,"housemaid","married","basic.4y","no","no","no","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191
2467,33,"admin.","married","university.degree","no","no","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191
2468,33,"blue-collar","single","high.school","no","no","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1
2469,46,"technician","divorced","professional.course","unknown","no","no","telephone","jul","tue",4,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1
2470,32,"admin.","married","university.degree","no","no","no","cellular","aug","tue",3,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1
2471,58,"housemaid","married","basic.4y","no","no","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.264,5099.1
2472,38,"admin.","single","university.degree","no","no","no","telephone","may","thu",9,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191
2473,48,"admin.","married","university.degree","no","no","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8
2474,28,"student","single","professional.course","no","no","no","telephone","jun","fri",2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1
2475,33,"technician","married","professional.course","no","no","yes","cellular","may","fri",6,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1
2476,33,"services","married","professional.course","no","yes","no","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1
2477,33,"admin.","single","university.degree","unknown","no","no","cellular","apr","mon",4,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1
2478,35,"self-employed","married","basic.9y","no","yes","yes","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191
2479,30,"services","married","high.school","no","no","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191
2480,78,"retired","married","unknown","no","yes","no","cellular","jul","wed",1,999,1,"failure",-1.7,94.215,-40.3,0.84,4991.6
2481,50,"self-employed","single","university.degree","no","no","yes","telephone","may","mon",5,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191
